t_s z_m c_kg_per_m3 X_kg_per_kg
0.000000000000000000e+00 9.400000000000000577e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.500000000000000666e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.599999999999999645e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.699999999999999734e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.799999999999999822e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.899999999999999911e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.518796992481202324e+01 0.000000000000000000e+00 7.300000000000000065e-03 3.441949999999999871e-02
7.518796992481202324e+01 1.000000000000000021e-02 5.285066051974325607e-03 2.445819705330856773e-03
7.518796992481202324e+01 2.000000000000000042e-02 3.824691970889871825e-03 1.745434322356853802e-03
7.518796992481202324e+01 2.999999999999999889e-02 2.766735310075179276e-03 1.245508518164362968e-03
7.518796992481202324e+01 4.000000000000000083e-02 2.000645369543707815e-03 8.886986816982233098e-04
7.518796992481202324e+01 5.000000000000000278e-02 1.446138439377925560e-03 6.340558677042123148e-04
7.518796992481202324e+01 5.999999999999999778e-02 1.044942682421602393e-03 4.523412279876084315e-04
7.518796992481202324e+01 7.000000000000000666e-02 7.547848939233764995e-04 3.226791950423969248e-04
7.518796992481202324e+01 8.000000000000000167e-02 5.450132701103622534e-04 2.301666410808796441e-04
7.518796992481202324e+01 8.999999999999999667e-02 3.934131371846577400e-04 1.641651183814092196e-04
7.518796992481202324e+01 1.000000000000000056e-01 2.838919403970212503e-04 1.170811375584121023e-04
7.518796992481202324e+01 1.100000000000000006e-01 2.047971874080750047e-04 8.349509685957262151e-05
7.518796992481202324e+01 1.199999999999999956e-01 1.476949750678873796e-04 5.953926073285460501e-05
7.518796992481202324e+01 1.300000000000000044e-01 1.064834592495712774e-04 4.245362254154233902e-05
7.518796992481202324e+01 1.400000000000000133e-01 7.674975396418746304e-05 3.026880934977926917e-05
7.518796992481202324e+01 1.499999999999999944e-01 5.530364803992518410e-05 2.157970960062393498e-05
7.518796992481202324e+01 1.600000000000000033e-01 3.983968470670075048e-05 1.538388152990761149e-05
7.518796992481202324e+01 1.700000000000000122e-01 2.869237883859105073e-05 1.096621407496829265e-05
7.518796992481202324e+01 1.799999999999999933e-01 2.065897903461195746e-05 7.816608414498185892e-06
7.518796992481202324e+01 1.900000000000000022e-01 1.487119054937358932e-05 5.571231544522908367e-06
7.518796992481202324e+01 2.000000000000000111e-01 1.070237171692326899e-05 3.970595469033523996e-06
7.518796992481202324e+01 2.099999999999999922e-01 7.700420427195023919e-06 2.829645407749206622e-06
7.518796992481202324e+01 2.200000000000000011e-01 5.539257452789904684e-06 2.016418525134471611e-06
7.518796992481202324e+01 2.300000000000000100e-01 3.983766336500116780e-06 1.436818706224581299e-06
7.518796992481202324e+01 2.399999999999999911e-01 2.864466476737384746e-06 1.023755472613102024e-06
7.518796992481202324e+01 2.500000000000000000e-01 2.059223576473106111e-06 7.293967035409785140e-07
7.518796992481202324e+01 2.600000000000000089e-01 1.480046406416737041e-06 5.196428733419710822e-07
7.518796992481202324e+01 2.700000000000000178e-01 1.063558427099319630e-06 3.701860852087991744e-07
7.518796992481202324e+01 2.800000000000000266e-01 7.641235742869852283e-07 2.636995871565410552e-07
7.518796992481202324e+01 2.899999999999999800e-01 5.488883689297265466e-07 1.878336328201948951e-07
7.518796992481202324e+01 2.999999999999999889e-01 3.942071781557299335e-07 1.337864446231275965e-07
7.518796992481202324e+01 3.099999999999999978e-01 2.830654836438048937e-07 9.528532176391223664e-08
7.518796992481202324e+01 3.200000000000000067e-01 2.032230393114087533e-07 6.786022907129344998e-08
7.518796992481202324e+01 3.300000000000000155e-01 1.458761511677446783e-07 4.832594358917419827e-08
7.518796992481202324e+01 3.400000000000000244e-01 1.046941962400086457e-07 3.441290567000327767e-08
7.518796992481202324e+01 3.500000000000000333e-01 7.512585833841913148e-08 2.450409094916959070e-08
7.518796992481202324e+01 3.599999999999999867e-01 5.389969830166735228e-08 1.744746608319440179e-08
7.518796992481202324e+01 3.699999999999999956e-01 3.866470807295878788e-08 1.242232551272859888e-08
7.518796992481202324e+01 3.800000000000000044e-01 2.773167284117964628e-08 8.844035526972469882e-09
7.518796992481202324e+01 3.900000000000000133e-01 1.988711120408930670e-08 6.296153870443254337e-09
7.518796992481202324e+01 4.000000000000000222e-01 1.425945619382751574e-08 4.482060507107974050e-09
7.518796992481202324e+01 4.100000000000000311e-01 1.022282988351461663e-08 3.190493514577103348e-09
7.518796992481202324e+01 4.199999999999999845e-01 7.327864918137817051e-09 2.270994191158128218e-09
7.518796992481202324e+01 4.299999999999999933e-01 5.251980786905678109e-09 1.616413316947506782e-09
7.518796992481202324e+01 4.400000000000000022e-01 3.763650777856376007e-09 1.150448770138696675e-09
7.518796992481202324e+01 4.500000000000000111e-01 2.696728065098135897e-09 8.187679634893122812e-10
7.518796992481202324e+01 4.600000000000000200e-01 1.932002701030961912e-09 5.826842943098146645e-10
7.518796992481202324e+01 4.700000000000000289e-01 1.383955425673015069e-09 4.146530973717901123e-10
7.518796992481202324e+01 4.799999999999999822e-01 9.912456707299854529e-10 2.950637511477593380e-10
7.518796992481202324e+01 4.899999999999999911e-01 7.098822707820168747e-10 2.099550660546156853e-10
7.518796992481202324e+01 5.000000000000000000e-01 5.083211148038167077e-10 1.493883108911704332e-10
7.518796992481202324e+01 5.100000000000000089e-01 3.639466312105372095e-10 1.062886368621722684e-10
7.518796992481202324e+01 5.200000000000000178e-01 2.605468962873282808e-10 7.562009505757947658e-11
7.518796992481202324e+01 5.300000000000000266e-01 1.865020617445393463e-10 5.379822630243107549e-11
7.518796992481202324e+01 5.400000000000000355e-01 1.334847843418365593e-10 3.827183144903768818e-11
7.518796992481202324e+01 5.500000000000000444e-01 9.552809595812141408e-11 2.722521210163674291e-11
7.518796992481202324e+01 5.600000000000000533e-01 6.835692571384213363e-11 1.936619155780336703e-11
7.518796992481202324e+01 5.700000000000000622e-01 4.890877186048053596e-11 1.377521172772771290e-11
7.518796992481202324e+01 5.799999999999999600e-01 3.499005258935465547e-11 9.797914164605244311e-12
7.518796992481202324e+01 5.899999999999999689e-01 2.502976567118945782e-11 6.968678738624602759e-12
7.518796992481202324e+01 5.999999999999999778e-01 1.790292742703790167e-11 4.956200838550213531e-12
7.518796992481202324e+01 6.099999999999999867e-01 1.280404248642858124e-11 3.524756836980237154e-12
7.518796992481202324e+01 6.199999999999999956e-01 9.156439725499388839e-12 2.506636775006374366e-12
7.518796992481202324e+01 6.300000000000000044e-01 6.547316388873566476e-12 1.782525695837965644e-12
7.518796992481202324e+01 6.400000000000000133e-01 4.681206780815428430e-12 1.267542417922079501e-12
7.518796992481202324e+01 6.500000000000000222e-01 3.346653698051882421e-12 9.013047837144407873e-13
7.518796992481202324e+01 6.600000000000000311e-01 2.392339464536729477e-12 6.408604652300503621e-13
7.518796992481202324e+01 6.700000000000000400e-01 1.709993765774876322e-12 4.556570265886201557e-13
7.518796992481202324e+01 6.800000000000000488e-01 1.222155715023994887e-12 3.239631426205654128e-13
7.518796992481202324e+01 6.900000000000000577e-01 8.734125738770554497e-13 2.303224260021948529e-13
7.518796992481202324e+01 7.000000000000000666e-01 6.241281821276431207e-13 1.637419998873573123e-13
7.518796992481202324e+01 7.099999999999999645e-01 4.459541064243425824e-13 1.164038493771382139e-13
7.518796992481202324e+01 7.199999999999999734e-01 3.186171250597644211e-13 8.274811831774672176e-14
7.518796992481202324e+01 7.299999999999999822e-01 2.276203971709631132e-13 5.882102475332376976e-14
7.518796992481202324e+01 7.399999999999999911e-01 1.625986310737616846e-13 4.181102952440019494e-14
7.518796992481202324e+01 7.500000000000000000e-01 1.161413204243324335e-13 2.971892462325396258e-14
7.518796992481202324e+01 7.600000000000000089e-01 8.295093956824728573e-14 2.112318534394286253e-14
7.518796992481202324e+01 7.700000000000000178e-01 5.924081639968660128e-14 1.501308535057098582e-14
7.518796992481202324e+01 7.800000000000000266e-01 4.230448611396891892e-14 1.067001068761498937e-14
7.518796992481202324e+01 7.900000000000000355e-01 3.020772050786888282e-14 7.583055641891543103e-15
7.518796992481202324e+01 8.000000000000000444e-01 2.156830883507746834e-14 5.389000786757390858e-15
7.518796992481202324e+01 8.100000000000000533e-01 1.539860212439480583e-14 3.829631564981037740e-15
7.518796992481202324e+01 8.200000000000000622e-01 1.099294391300785799e-14 2.721388898883002967e-15
7.518796992481202324e+01 8.300000000000000711e-01 7.847199098014315969e-15 1.933789574780677627e-15
7.518796992481202324e+01 8.399999999999999689e-01 5.601233782495061941e-15 1.374082892563843999e-15
7.518796992481202324e+01 8.499999999999999778e-01 3.997804093747637215e-15 9.763417993593483847e-16
7.518796992481202324e+01 8.599999999999999867e-01 2.853175590283024315e-15 6.937071698316832160e-16
7.518796992481202324e+01 8.699999999999999956e-01 2.036127946056065242e-15 4.928740468413376496e-16
7.518796992481202324e+01 8.800000000000000044e-01 1.452953056377167844e-15 3.501719049435120673e-16
7.518796992481202324e+01 8.900000000000000133e-01 1.036736583304719755e-15 2.487782119678986742e-16
7.518796992481202324e+01 9.000000000000000222e-01 7.397005580385622106e-16 1.767376971961595815e-16
7.518796992481202324e+01 9.100000000000000311e-01 5.277333004658187119e-16 1.255544063222864648e-16
7.518796992481202324e+01 9.200000000000000400e-01 3.764821776711061080e-16 8.919094209991021356e-17
7.518796992481202324e+01 9.300000000000000488e-01 2.685629155747202613e-16 6.335715636033800175e-17
7.518796992481202324e+01 9.400000000000000577e-01 1.915665521624240636e-16 4.500459326368013531e-17
7.518796992481202324e+01 9.500000000000000666e-01 1.366361611002437438e-16 3.196718160410087016e-17
7.518796992481202324e+01 9.599999999999999645e-01 9.745053752638573349e-17 2.270587740242820713e-17
7.518796992481202324e+01 9.699999999999999734e-01 6.949850284602799968e-17 1.612718155282650862e-17
7.518796992481202324e+01 9.799999999999999822e-01 4.956021081334394036e-17 1.145403638871329588e-17
7.518796992481202324e+01 9.899999999999999911e-01 3.532769650315187504e-17 8.131948216525367514e-18
7.518796992481202324e+01 1.000000000000000000e+00 2.498944574862542615e-17 5.728433651098051184e-18
1.503759398496240465e+02 0.000000000000000000e+00 7.300000000000000065e-03 3.441949999999999871e-02
1.503759398496240465e+02 1.000000000000000021e-02 5.425529714302897329e-03 4.717281736716400810e-03
1.503759398496240465e+02 2.000000000000000042e-02 4.026772797501385753e-03 3.415849799437085856e-03
1.503759398496240465e+02 2.999999999999999889e-02 2.984745184418925463e-03 2.472765669756734046e-03
1.503759398496240465e+02 4.000000000000000083e-02 2.209673571560846501e-03 1.789566488482360277e-03
1.503759398496240465e+02 5.000000000000000278e-02 1.633999401251941307e-03 1.294782063633976308e-03
1.503759398496240465e+02 5.999999999999999778e-02 1.207001443660438112e-03 9.365535380920530280e-04
1.503759398496240465e+02 7.000000000000000666e-02 8.906814627471390479e-04 6.772650193886005626e-04
1.503759398496240465e+02 8.000000000000000167e-02 6.566290034447797713e-04 4.896408683902910529e-04
1.503759398496240465e+02 8.999999999999999667e-02 4.836408601383680532e-04 3.539096539241708508e-04
1.503759398496240465e+02 1.000000000000000056e-01 3.559193626454505667e-04 2.557440502029801428e-04
1.503759398496240465e+02 1.100000000000000006e-01 2.617126769642428457e-04 1.847649482292509731e-04
1.503759398496240465e+02 1.199999999999999956e-01 1.922913603129144391e-04 1.334556556403103964e-04
1.503759398496240465e+02 1.300000000000000044e-01 1.411798438622949943e-04 9.637404223084507812e-05
1.503759398496240465e+02 1.400000000000000133e-01 1.035805959065534394e-04 6.958107114905131467e-05
1.503759398496240465e+02 1.499999999999999944e-01 7.594351622056485802e-05 5.022642330832532607e-05
1.503759398496240465e+02 1.600000000000000033e-01 5.564452356174063799e-05 3.624812819758085620e-05
1.503759398496240465e+02 1.700000000000000122e-01 4.074605382998984900e-05 2.615490296982895488e-05
1.503759398496240465e+02 1.799999999999999933e-01 2.981887492687898468e-05 1.886847360993118667e-05
1.503759398496240465e+02 1.900000000000000022e-01 2.180971408538871434e-05 1.360938229840351679e-05
1.503759398496240465e+02 2.000000000000000111e-01 1.594305321452010765e-05 9.814311643242063578e-06
1.503759398496240465e+02 2.099999999999999922e-01 1.164836581548388315e-05 7.076243888223238997e-06
1.503759398496240465e+02 2.200000000000000011e-01 8.506268927156481529e-06 5.101159832376882597e-06
1.503759398496240465e+02 2.300000000000000100e-01 6.208717891124270902e-06 3.676714220903250743e-06
1.503759398496240465e+02 2.399999999999999911e-01 4.529612932725648588e-06 2.649580895655840515e-06
1.503759398496240465e+02 2.500000000000000000e-01 3.303115844209367128e-06 1.909072254134760829e-06
1.503759398496240465e+02 2.600000000000000089e-01 2.407669470504761593e-06 1.375298214701244250e-06
1.503759398496240465e+02 2.700000000000000178e-01 1.754230676766062496e-06 9.906086924792206104e-07
1.503759398496240465e+02 2.800000000000000266e-01 1.277613211223310937e-06 7.134104995769358363e-07
1.503759398496240465e+02 2.899999999999999800e-01 9.301236902344754074e-07 5.137008535317233161e-07
1.503759398496240465e+02 2.999999999999999889e-01 6.768868888792978175e-07 3.698416228425955427e-07
1.503759398496240465e+02 3.099999999999999978e-01 4.924144282493663628e-07 2.662301476692434576e-07
1.503759398496240465e+02 3.200000000000000067e-01 3.580878937508178716e-07 1.916177913362797019e-07
1.503759398496240465e+02 3.300000000000000155e-01 2.603139230592753353e-07 1.378963408772254585e-07
1.503759398496240465e+02 3.400000000000000244e-01 1.891727203163551188e-07 9.922225656422674048e-08
1.503759398496240465e+02 3.500000000000000333e-01 1.374286331025678530e-07 7.138484145114224731e-08
1.503759398496240465e+02 3.599999999999999867e-01 9.980621970672045805e-08 5.135047969691161426e-08
1.503759398496240465e+02 3.699999999999999956e-01 7.246086569262419063e-08 3.693394092016547326e-08
1.503759398496240465e+02 3.800000000000000044e-01 5.259187561480232965e-08 2.656136796677308149e-08
1.503759398496240465e+02 3.900000000000000133e-01 3.815984170252836993e-08 1.909940528917989822e-08
1.503759398496240465e+02 4.000000000000000222e-01 2.768028858347604459e-08 1.373203229687915229e-08
1.503759398496240465e+02 4.100000000000000311e-01 2.007308128562257352e-08 9.871798323980259655e-09
1.503759398496240465e+02 4.199999999999999845e-01 1.455257860480027073e-08 7.095861247230212111e-09
1.503759398496240465e+02 4.299999999999999933e-01 1.054754330258242931e-08 5.099906434658975314e-09
1.503759398496240465e+02 4.400000000000000022e-01 7.642773407820200164e-09 3.664952945654190711e-09
1.503759398496240465e+02 4.500000000000000111e-01 5.536581415091532208e-09 2.633446645241649324e-09
1.503759398496240465e+02 4.600000000000000200e-01 4.009830965334400640e-09 1.892044617561878855e-09
1.503759398496240465e+02 4.700000000000000289e-01 2.903398403649784764e-09 1.359219931962005086e-09
1.503759398496240465e+02 4.799999999999999822e-01 2.101773076505721439e-09 9.763383947442536904e-10
1.503759398496240465e+02 4.899999999999999911e-01 1.521128748295419930e-09 7.012356989928165361e-10
1.503759398496240465e+02 5.000000000000000000e-01 1.100650239963772336e-09 5.035949944192890542e-10
1.503759398496240465e+02 5.100000000000000089e-01 7.962291371937152684e-10 3.616206608368323439e-10
1.503759398496240465e+02 5.200000000000000178e-01 5.758830057718444290e-10 2.596451395389419234e-10
1.503759398496240465e+02 5.300000000000000266e-01 4.164280120900332778e-10 1.864073189656214844e-10
1.503759398496240465e+02 5.400000000000000355e-01 3.010627519795571917e-10 1.338141927636580182e-10
1.503759398496240465e+02 5.500000000000000444e-01 2.176142903393228450e-10 9.605024796809411367e-11
1.503759398496240465e+02 5.600000000000000533e-01 1.572652964868294356e-10 6.893702201273256798e-11
1.503759398496240465e+02 5.700000000000000622e-01 1.136305832166926212e-10 4.947261548070369779e-11
1.503759398496240465e+02 5.799999999999999600e-01 8.208732701805728739e-11 3.550063661904318983e-11
1.503759398496240465e+02 5.899999999999999689e-01 5.928941523755429190e-11 2.547222656563230926e-11
1.503759398496240465e+02 5.999999999999999778e-01 4.281539694408625412e-11 1.827501493657976371e-11
1.503759398496240465e+02 6.099999999999999867e-01 3.091334969973124826e-11 1.311019614441712441e-11
1.503759398496240465e+02 6.199999999999999956e-01 2.231602933671225203e-11 9.404198680014765396e-12
1.503759398496240465e+02 6.300000000000000044e-01 1.610697480750041004e-11 6.745219524304210988e-12
1.503759398496240465e+02 6.400000000000000133e-01 1.162354559109654693e-11 4.837629276448336952e-12
1.503759398496240465e+02 6.500000000000000222e-01 8.386721127443209888e-12 3.469219567461167775e-12
1.503759398496240465e+02 6.600000000000000311e-01 6.050287633556410281e-12 2.487678155849555427e-12
1.503759398496240465e+02 6.700000000000000400e-01 4.364066385153757463e-12 1.783693720141531423e-12
1.503759398496240465e+02 6.800000000000000488e-01 3.147309199095626824e-12 1.278823274986549298e-12
1.503759398496240465e+02 6.900000000000000577e-01 2.269454097031271533e-12 9.167805719876662850e-13
1.503759398496240465e+02 7.000000000000000666e-01 1.636207888277156728e-12 6.571815225690518937e-13
1.503759398496240465e+02 7.099999999999999645e-01 1.179483238833331934e-12 4.710541170416768034e-13
1.503759398496240465e+02 7.199999999999999734e-01 8.501241837245788661e-13 3.376153735809543271e-13
1.503759398496240465e+02 7.299999999999999822e-01 6.126484457843388674e-13 2.419580080815661134e-13
1.503759398496240465e+02 7.399999999999999911e-01 4.414481512757420638e-13 1.733902124257312603e-13
1.503759398496240465e+02 7.500000000000000000e-01 3.180449281894533875e-13 1.242442665070172975e-13
1.503759398496240465e+02 7.600000000000000089e-01 2.291071427854291884e-13 8.902166924893938890e-14
1.503759398496240465e+02 7.700000000000000178e-01 1.650179235613100156e-13 6.377979236610621267e-14
1.503759398496240465e+02 7.800000000000000266e-01 1.188411556583864940e-13 4.569186056921097817e-14
1.503759398496240465e+02 7.900000000000000355e-01 8.557497393965437078e-14 3.273130604493615008e-14
1.503759398496240465e+02 8.000000000000000444e-01 6.161291028516620776e-14 2.344536216640725057e-14
1.503759398496240465e+02 8.100000000000000533e-01 4.435499802535795695e-14 1.679268096105042231e-14
1.503759398496240465e+02 8.200000000000000622e-01 3.192714847082228337e-14 1.202687959423500487e-14
1.503759398496240465e+02 8.300000000000000711e-01 2.297868850490693861e-14 8.613032216124412210e-15
1.503759398496240465e+02 8.399999999999999689e-01 1.653631262109313029e-14 6.167791778467571091e-15
1.503759398496240465e+02 8.499999999999999778e-01 1.189874650044217090e-14 4.416458907355834665e-15
1.503759398496240465e+02 8.599999999999999867e-01 8.560785289882574186e-15 3.162203904438612340e-15
1.503759398496240465e+02 8.699999999999999956e-01 6.158523268132256570e-15 2.264003301579302989e-15
